Current Time,Latitude,Longitude,Time,GPS_Altitude,GPS_Speed,Number of Satellites
2019-05-18 16:11,46.008583,-72.734589,1008437,1030.199951,34.687958,9
2019-05-18 16:11,46.008759,-72.734558,1009684,1006.900024,24.261202,9
2019-05-18 16:11,46.008759,-72.734558,1009744,1006.900024,21.575800,9
2019-05-18 16:11,46.008759,-72.734558,1009803,1006.900024,21.575800,9
2019-05-18 16:11,46.008774,-72.734558,1009862,1003.799988,21.575800,9
2019-05-18 16:11,46.008774,-72.734558,1009981,1003.799988,19.946039,9
2019-05-18 16:11,46.008774,-72.734558,1010041,1003.799988,19.946039,9
2019-05-18 16:11,46.008793,-72.734543,1010100,1000.500000,19.946039,9
2019-05-18 16:11,46.008774,-72.734558,1009981,1003.799988,19.946039,9
2019-05-18 16:11,46.008774,-72.734558,1010041,1003.799988,19.946039,9
2019-05-18 16:11,46.008793,-72.734543,1010100,1000.500000,19.946039,9
2019-05-18 16:11,46.008858,-72.734863,1010511,980.500000,19.427481,9
2019-05-18 16:11,46.008858,-72.734863,1010570,980.500000,16.853199,9
2019-05-18 16:11,46.008858,-72.734863,1010628,980.500000,16.853199,9
2019-05-18 16:11,46.008858,-72.734863,1010511,980.500000,19.427481,9
2019-05-18 16:11,46.008858,-72.734863,1010570,980.500000,16.853199,9
2019-05-18 16:11,46.008858,-72.734863,1010628,980.500000,16.853199,9
2019-05-18 16:11,46.009193,-72.734749,1011911,968.500000,31.854399,7
2019-05-18 16:11,46.009193,-72.734749,1011970,968.500000,30.057959,7
2019-05-18 16:11,46.009193,-72.734749,1012028,968.500000,30.057959,7
2019-05-18 16:11,46.009247,-72.734756,1012086,968.200012,30.057959,9
2019-05-18 16:11,46.009247,-72.734756,1012203,968.200012,27.483679,9
2019-05-18 16:11,46.009243,-72.734764,1012261,969.000000,27.483679,9
2019-05-18 16:11,46.009243,-72.734764,1012320,969.000000,27.483679,9
2019-05-18 16:11,46.009243,-72.734764,1012378,969.000000,27.372561,9
2019-05-18 16:11,46.009285,-72.734749,1012495,967.599976,27.372561,9
2019-05-18 16:11,46.009285,-72.734749,1012553,967.599976,27.502199,9
2019-05-18 16:11,46.009285,-72.734749,1012611,967.599976,27.502199,9
2019-05-18 16:11,46.009285,-72.734749,1012495,967.599976,27.372561,9
2019-05-18 16:11,46.009285,-72.734749,1012553,967.599976,27.502199,9
2019-05-18 16:11,46.009285,-72.734749,1012611,967.599976,27.502199,9
2019-05-18 16:11,46.009476,-72.734695,1013836,959.900024,25.779839,9
2019-05-18 16:11,46.009495,-72.734688,1013895,958.900024,25.779839,9
2019-05-18 16:11,46.009495,-72.734688,1013953,958.900024,25.446480,9
2019-05-18 16:11,46.009495,-72.734688,1014011,958.900024,25.446480,9
2019-05-18 16:11,46.009579,-72.734657,1015178,945.400024,31.669199,8
